Feat,Indi,Pais,CCod,ICod,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Prevalencia de VIH, total (% de la población entre 15 y 24 años de edad)",Health,Ecuador,ECU,SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,
Mujeres adultas con VIH (% de la población mayores de 15 años con VIH),Health,Ecuador,ECU,SH.DYN.AIDS.FE.ZS,,,,,,,,,,,,,,,,,,,,,4.7,7.2,9.8,12.1,14.2,16.1,17.8,19.3,20.5,21.6,22.6,23.3,24.0,24.6,25.1,25.5,25.9,26.2,26.6,26.8,27.1,27.4,27.6,28.0,28.6,29.2,29.6,29.8,30.0,
Número de muertes de recién nacidos,Health,Ecuador,ECU,SH.DTH.NMRT,12066.0,11921.0,11744.0,11536.0,11270.0,10990.0,10692.0,10420.0,10159.0,9878.0,9583.0,9297.0,8996.0,8690.0,8372.0,8057.0,7770.0,7510.0,7281.0,7106.0,6936.0,6779.0,6632.0,6472.0,6290.0,6087.0,5861.0,5554.0,5202.0,4869.0,4568.0,4307.0,4080.0,3881.0,3709.0,3558.0,3423.0,3294.0,3170.0,3060.0,2962.0,2874.0,2802.0,2741.0,2680.0,2621.0,2564.0,2499.0,2435.0,
Número de muertes de menores de 5 años,Health,Ecuador,ECU,SH.DTH.MORT,33068.0,32816.0,32332.0,31635.0,30733.0,29702.0,28684.0,27703.0,26756.0,25820.0,24895.0,23929.0,22910.0,21910.0,20901.0,19954.0,19088.0,18306.0,17599.0,16914.0,16250.0,15586.0,14923.0,14222.0,13494.0,12746.0,11989.0,11263.0,10564.0,9917.0,9333.0,8809.0,8348.0,7934.0,7573.0,7250.0,6950.0,6663.0,6386.0,6117.0,5863.0,5627.0,5426.0,5250.0,5105.0,4987.0,4899.0,4831.0,4765.0,
Número de muertes infantiles,Health,Ecuador,ECU,SH.DTH.IMRT,23264.0,23115.0,22820.0,22389.0,21827.0,21184.0,20548.0,19938.0,19347.0,18767.0,18206.0,17617.0,16991.0,16382.0,15765.0,15186.0,14641.0,14145.0,13678.0,13224.0,12775.0,12326.0,11873.0,11391.0,10885.0,10358.0,9814.0,9285.0,8758.0,8261.0,7806.0,7394.0,7032.0,6701.0,6413.0,6157.0,5916.0,5683.0,5458.0,5239.0,5031.0,4839.0,4672.0,4524.0,4401.0,4300.0,4224.0,4165.0,4106.0,
Prevalencia de anemia entre mujeres no embarazadas (% de mujeres entre 15-49 años),Health,Ecuador,ECU,SH.ANM.NPRG.ZS,,,,,,,,,,,,,,,,,,,,,36.0,34.6,33.3,32.1,31.1,30.2,29.3,28.5,27.7,26.9,26.2,25.5,24.8,24.2,23.6,22.9,22.2,21.4,20.6,19.7,19.0,18.4,18.0,17.8,17.7,18.0,18.4,,,
Prevalencia de anemia en la infancia (% de menores de 5 años),Health,Ecuador,ECU,SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,40.8,40.1,39.4,38.7,38.2,37.7,37.3,37.0,36.7,36.6,36.3,36.0,35.8,35.5,35.3,34.7,34.2,33.6,32.8,31.9,30.9,30.2,29.4,28.7,28.2,27.9,27.7,,,
Prevalencia de anemia entre mujeres en edad fértil (% de mujeres de entre 15 y 49 años),Health,Ecuador,ECU,SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,36.3,34.9,33.7,32.5,31.5,30.6,29.7,28.9,28.1,27.3,26.6,25.9,25.2,24.6,24.0,23.3,22.6,21.8,21.0,20.1,19.4,18.9,18.4,18.2,18.1,18.4,18.8,,,
"Población, hombres (% del total)",Health,Guyana,GUY,SP.POP.TOTL.MA.ZS,50.1934943895139,50.1943437151456,50.213380723569095,50.24324950096521,50.2748541023466,50.300262654405,50.318458668003395,50.3286884987881,50.33448985103779,50.33706620358979,50.3378183510158,50.3401412756769,50.3413124368799,50.32871046135,50.28372700805061,50.195927257057285,50.05775416739161,49.878341965354785,49.67714260212271,49.48892206212339,49.3379577186246,49.2348319692885,49.175256079380596,49.157916092614,49.177489405663,49.229473872255,49.3147353907264,49.431577558626614,49.568042580176105,49.7049392004012,49.83059200394261,49.9376011465286,50.0310826287714,50.09649167541221,50.12343493751821,50.106412063965216,50.0374496707243,49.9216988601122,49.7913137791823,49.6854429076202,49.631453237794105,49.6409048055328,49.703993179664,49.801983718807705,49.907056988017594,50.000065152267396,50.0752563967937,50.137896694865205,50.1919751683875,
"Población, hombres",Health,Guyana,GUY,SP.POP.TOTL.MA.IN,353831.0,358229.0,362514.0,366734.0,370952.0,375160.0,379452.0,383718.0,387638.0,390743.0,392712.0,393525.0,393289.0,392034.0,389809.0,386727.0,382664.0,377803.0,372896.0,368982.0,366733.0,366541.0,368127.0,370721.0,373206.0,374780.0,375184.0,374677.0,373633.0,372625.0,372093.0,372138.0,372626.0,373291.0,373789.0,373876.0,373451.0,372653.0,371850.0,371507.0,371956.0,373314.0,375463.0,378139.0,380980.0,383716.0,386264.0,388680.0,390997.0,
"Población, mujeres (% del total)",Health,Guyana,GUY,SP.POP.TOTL.FE.ZS,49.8065056104861,49.8056562848544,49.786619276430905,49.756750499034794,49.7251458976534,49.699737345595,49.68154133199661,49.6713115012119,49.6655101489623,49.66293379641021,49.6621816489842,49.6598587243231,49.6586875631201,49.67128953865,49.716272991949396,49.804072742942715,49.94224583260839,50.1216580346451,50.32285739787729,50.51107793787661,50.6620422813754,50.7651680307115,50.824743920619404,50.842083907386,50.822510594337,50.770526127745,50.6852646092737,50.568422441373386,50.431957419823895,50.2950607995988,50.16940799605739,50.0623988534714,49.9689173712286,49.90350832458779,49.876565062481795,49.893587936034784,49.9625503292757,50.0783011398878,50.2086862208177,50.3145570923797,50.368546762205895,50.3590951944672,50.296006820336,50.198016281192295,50.092943011982406,49.99993484773261,49.9247436032063,49.862103305134795,49.8080248316125,
"Población, mujeres",Health,Guyana,GUY,SP.POP.TOTL.FE.IN,351103.0,355455.0,359434.0,363182.0,366895.0,370681.0,374649.0,378706.0,382487.0,385511.0,387441.0,388207.0,387957.0,386914.0,385410.0,383708.0,381782.0,379645.0,377743.0,376603.0,376576.0,377933.0,380475.0,383423.0,385690.0,386511.0,385611.0,383293.0,380145.0,377049.0,374622.0,373068.0,372163.0,371852.0,371948.0,372287.0,372892.0,373821.0,374967.0,376211.0,377480.0,378714.0,379936.0,381146.0,382400.0,383716.0,385102.0,386541.0,388007.0,
"Población, total",Health,Guyana,GUY,SP.POP.TOTL,704934.0,713684.0,721948.0,729916.0,737847.0,745841.0,754101.0,762424.0,770125.0,776254.0,780153.0,781732.0,781246.0,778948.0,775219.0,770435.0,764446.0,757448.0,750639.0,745585.0,743309.0,744474.0,748602.0,754144.0,758896.0,761291.0,760795.0,757970.0,753778.0,749674.0,746715.0,745206.0,744789.0,745143.0,745737.0,746163.0,746343.0,746474.0,746817.0,747718.0,749436.0,752028.0,755399.0,759285.0,763380.0,767432.0,771366.0,775221.0,779004.0,
Crecimiento de la población (% anual),Health,Guyana,GUY,SP.POP.GROW,1.3120967517868,1.2336105934006598,1.15128267957893,1.0976344889958,1.08070270057475,1.07759547235311,1.1013870534118102,1.09765200910263,1.00500079519126,0.7926946878743291,0.501026808066289,0.202191651489314,-0.0621889771530107,-0.294578964125592,-0.479872131613035,-0.6190279683192429,-0.780390192410479,-0.91965003102866,-0.903004437815264,-0.675569864112108,-0.305730531903016,0.15660889230619598,0.552953837322152,0.737586408517129,0.6281414403626949,0.315093074935609,-0.065173717852578,-0.3720132157405139,-0.5545912075939899,-0.545944957804659,-0.395485913995215,-0.20228960039875896,-0.055973343653804,0.0475189480675862,0.0796844858648124,0.057108386832610984,0.0241205061651609,0.0175507112172812,0.0459388030909146,0.12057263418445803,0.229502209402224,0.3452633662700061,0.4472529176297779,0.513111451099903,0.537874039614383,0.5293934804999871,0.51130929085933,0.4985180896659289,0.486803065283861,
"Tasa de inactividad por edades, personas menores de 15 años (% de la población en edad de trabajar)",Health,Guyana,GUY,SP.POP.DPND.YG,95.2680183606859,92.7718938713118,90.45829812485808,88.47100147515921,86.88764062656,85.6408283015067,84.2156897539508,83.0520679422237,81.8665640336728,80.4379262478122,78.69858677595471,76.49080577882259,74.5547109249982,72.9184759511447,71.3536005747656,69.5785386094804,67.5895754315217,65.3187223404231,63.09840635830051,61.374314227376004,60.3364110762819,59.6965479650351,59.556465127841996,59.783380760152596,60.0342368045649,60.09358859085511,59.5343537942068,58.875159071611215,58.427797861601896,58.514501535871496,59.16147998693421,59.5650755049308,60.3237754904564,61.1331065128271,61.572237799548205,61.416453083535615,59.47841867655461,57.2933094780554,54.9917355371901,52.8422491222734,51.002978516656505,49.5115258187529,48.2088559483086,47.0863543238502,46.0874073264034,45.17896494559,44.51090367507149,43.8154199137624,43.18419377401939,
"Tasa de inactividad por edades, personas de 65 años y más (% de la población en edad de trabajar)",Health,Guyana,GUY,SP.POP.DPND.OL,7.09395354712031,7.03381123158888,6.968406717366871,6.945028231495591,6.967353094178409,6.98240195040315,6.95052145388543,6.91706055449107,6.92380480773474,6.961192588569009,6.9752055100982,6.9084519268216,6.89283565935763,6.99708050776992,7.15970009026767,7.23947838300568,6.970568154053072,6.6725855417473685,6.48617141927642,6.471982656734362,6.568795638467,6.61098315868013,6.6086296410568295,6.573136567180638,6.5181608690881205,6.45188106942138,6.520443776069009,6.57459612727475,6.62211488142029,6.67960882652364,6.76375627456775,7.0030935116722,7.2772974602931715,7.5432532217793,7.73836146711923,7.82372020231804,7.73746177198741,7.58951251297683,7.430404523705961,7.326634263791388,7.30961786265025,7.54117258864167,7.831788210797678,8.161888287757781,8.50460608785285,8.845287744804859,9.17980852568764,9.51758376518058,9.872603956271961,
Tasa de inactividad por edades (% de la población en edad de trabajar),Health,Guyana,GUY,SP.POP.DPND,102.361971907806,99.8057051029007,97.42670484222499,95.4160297066548,93.8549937207384,92.6232302519099,91.1662112078363,89.9691284967148,88.79036884140751,87.3991188363812,85.6737922860529,83.3992577056442,81.44754658435579,79.9155564589146,78.51330066503321,76.818016992486,74.56014358557479,71.9913078821705,69.584577777577,67.8462968841103,66.9052067147489,66.3075311237152,66.1650947688989,66.3565173273333,66.552397673653,66.5454696602765,66.0547975702758,65.4497551988859,65.0499127430222,65.19411036239521,65.925236261502,66.56816901660301,67.6010729507496,68.6763597346064,69.3105992666674,69.2401732858536,67.21588044854201,64.8828219910322,62.422140060896,60.1688833860648,58.312596379306704,57.0526984073946,56.04064415910629,55.248242611608,54.592013414256286,54.024252690394896,53.69071220075911,53.333003678943,53.0567977302913,
Proporción de sexos al nacer (mujeres cada 1000 hombres),Health,Guyana,GUY,SP.POP.BRTH.MF,,,1.05,,,,,1.05,,,,,1.05,,,,,1.05,,,1.05,,1.05,,,,,1.05,,,,,1.05,,,,,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,
"Población de 80 años en adelante, varones (% de la población masculina)",Health,Guyana,GUY,SP.POP.80UP.MA.5Y,0.302688586859754,0.312370020294281,0.321917713749776,0.333215171924849,0.347754824761222,0.3606432404048371,0.381602943191761,0.397166669272747,0.40991641729439693,0.42073475028471297,0.428558332824054,0.463755889064509,0.4998843095824721,0.536428959511475,0.5751549480770021,0.616969505777948,0.6598460794689871,0.693745963515474,0.70421590948707,0.681066724483712,0.622525440921436,0.610844050613572,0.5780660864273989,0.533826068191627,0.485522740791949,0.436786086882276,0.4533739175397871,0.465731999925269,0.471050469310794,0.4682979716927971,0.461711288007869,0.5245365966388811,0.5858421044156871,0.636770339414396,0.6763173876170779,0.6997047117730129,0.755127233583346,0.79296076253039,0.8059723167199591,0.7857187078574559,0.726167015725105,0.7275376760582251,0.715925616180771,0.7079444751505409,0.7228801814287509,0.7695775793097521,0.8584846554929041,0.968668152043594,1.0780078721429,
"Población de 80 años en adelante, mujeres (% de la población femenina)",Health,Guyana,GUY,SP.POP.80UP.FE.5Y,0.564794745671473,0.574474968702086,0.579522248869055,0.5815314211449449,0.581637798280162,0.5778506760475229,0.5960245456413871,0.6057469382581739,0.607339315220347,0.601278300026977,0.5902834237987199,0.6226043770349909,0.648523809278324,0.6699128493006229,0.688878567962865,0.7109535847384741,0.7543571986107249,0.7875737197976009,0.798159600152484,0.7758874777284179,0.732392570915677,0.739809755645812,0.731459870897201,0.7080989304185219,0.6697088335191479,0.616534933961166,0.6234213488099499,0.6180601936884289,0.6079259230030649,0.6017769526587989,0.597932860681643,0.6840575980786351,0.773048368591182,0.8592128050945,0.9326572531644208,0.99091016535763,1.0606401922293,1.1168387177889,1.15370460255063,1.16344285520625,1.13755275155837,1.1436040294152598,1.12968178348643,1.11532649077514,1.12318414205207,1.16336040196395,1.25032134427072,1.35975578206654,1.4664646089771298,
"Población de 75 a 79 años, varones (% de la población masculina)",Health,Guyana,GUY,SP.POP.7579.MA.5Y,0.40641100644661693,0.443850162884635,0.478876736135056,0.505276361355766,0.519745195457082,0.518974419119156,0.537090330265752,0.5577012285063511,0.583789082654009,0.6098606508080721,0.62284829595225,0.650528808769942,0.681683537126453,0.722380795690203,0.7593481919303859,0.7591879584928979,0.6789228176080899,0.5817831468168679,0.508183224858339,0.485392162176812,0.492730386222091,0.5085365387868239,0.540035422846649,0.575906344410876,0.608779065717057,0.6347673186884151,0.665801320408223,0.701133503612425,0.741636846852393,0.779602067488581,0.808935376544636,0.8220068899171808,0.8228089290602371,0.8157196817487741,0.8023243059587091,0.7844930885436731,0.731295203870964,0.6544945177027479,0.571737452568112,0.51519890607714,0.5113549292518139,0.6300326266895961,0.792898273575207,0.9581183539299252,1.07067111839066,1.10784771068261,1.0806136767272,0.9982556254791892,0.905628914651956,
"Población de 75 a 79 años, mujeres (% de la población femenina)",Health,Guyana,GUY,SP.POP.7579.FE.5Y,0.6018211283932551,0.617237062356698,0.6321049205139189,0.647614537184143,0.66204227367503,0.662558945085302,0.661152171766106,0.6641035526239351,0.6792369956704519,0.70192367552761,0.714689462395565,0.7266722993858961,0.7485346351924691,0.7890601577603409,0.8282110692796479,0.8240598368559592,0.7313073953198421,0.6371708455486279,0.593523656232792,0.619754063319003,0.673705566502202,0.650376387474036,0.623436152988919,0.606643871879735,0.617335165547461,0.659741536550975,0.7287079825939929,0.8173839539155121,0.900971997527259,0.954250099456306,0.972708635858888,0.99231239345106,0.990694937433329,0.979690844744683,0.969490358867369,0.963780339740628,0.9233335478749648,0.8573576264702819,0.77580367286634,0.709708115924308,0.6898433546944579,0.797169375387825,0.956228778985603,1.12634594798816,1.2526314413106898,1.3113865462998702,1.29732200124123,1.23480105551819,1.15976990165151,
"Población de 70 a 74 años, varones (% de la población masculina)",Health,Guyana,GUY,SP.POP.7074.MA.5Y,0.885455968843707,0.9262231700951072,0.949477952636443,0.9456548414364788,0.922763383843149,0.90627274011563,0.9576968891981072,0.990571200725533,0.987772159735838,0.9558663578548672,0.928670374218256,0.989261192398977,0.994429061432883,0.918025594522966,0.7993678939375279,0.7289342149153539,0.8574079155397021,1.01587066309515,1.11022614823933,1.08705078866063,0.999367385447684,1.04353662063283,1.07871260770827,1.10325852395339,1.11439794644245,1.11424477631056,1.12877045313404,1.1391084101324098,1.14443852657554,1.14270072405039,1.13250952716249,1.10550387221945,1.06594816250074,1.02788716547456,1.01046312224276,1.02307741686994,1.04004048767295,1.12302564845675,1.25319686216717,1.3779013585208402,1.45206518027815,1.4290918636858,1.32957614433572,1.20829223270931,1.13996682205703,1.15970884792699,1.24708099683634,1.40450449986879,1.5882393561108898,
"Población de 70 a 74 años, mujeres (% de la población femenina)",Health,Guyana,GUY,SP.POP.7074.FE.5Y,0.9914526019578408,1.04232603283116,1.07446707879611,1.0658655924489,1.02209078891781,0.981428925985475,1.03590293848375,1.07312796734142,1.06591579343666,1.02072049637884,0.976148626500551,1.03217862589127,1.02382216631697,0.917511811349233,0.7571177632073979,0.643715305829924,0.8070050447637659,0.98486225361981,1.07586090050404,1.04407582560854,0.9639539638955428,1.0507097781364498,1.16959986543031,1.28709695087124,1.36327102076797,1.3828700050450802,1.3609464386666497,1.31334529971615,1.26820029199384,1.24598859567697,1.2468501751089098,1.23596770561935,1.22150778019309,1.21150350139303,1.22113843870649,1.25737340310086,1.26525927356203,1.33432132319306,1.44759791554434,1.5547126479555402,1.61758199837341,1.6165190182591105,1.54844313426158,1.45692966437882,1.4027380065115902,1.41510909109863,1.4637718416727,1.56594401614322,1.70357312220367,
Población de 65 años de edad y más (% del total),Health,Guyana,GUY,SP.POP.65UP.TO.ZS,3.50557640857158,3.5203255222199203,3.5296170915356804,3.5539705938765604,3.5941055530482595,3.62490128593091,3.63585249190758,3.64114980640693,3.66745658172375,3.71463464278445,3.7566990064769294,3.76689197832505,3.79880344987366,3.88909144127721,4.01073761092027,4.0943103571359,3.99321861845049,3.8796062567991503,3.82474132039502,3.85589838851372,3.935644530067581,3.97515561322491,3.9771467348470897,3.95123477744303,3.91357972633931,3.8739457053873,3.926681957689,3.97377204902569,4.01218926527439,4.04349090404629,4.0763879123896,4.20434081314428,4.34203512672717,4.4720275168658885,4.57051212424756,4.62285050317424,4.62722903544349,4.602973445826652,4.57474856624849,4.57431812528253,4.61720547184816,4.8016829160616386,5.01906939246676,5.25731444714435,5.50132306321884,5.7427889376518095,5.97289490878543,6.20712518478578,6.45027124309697,
"Población de 65 años de edad y más, total",Health,Guyana,GUY,SP.POP.65UP.TO,24712.0,25124.0,25482.0,25941.0,26519.0,27036.0,27418.0,27761.0,28244.0,28835.0,29308.0,29447.0,29678.0,30294.0,31092.0,31544.0,30526.0,29386.0,28710.0,28749.0,29254.0,29594.0,29773.0,29798.0,29700.0,29492.0,29874.0,30120.0,30243.0,30313.0,30439.0,31331.0,32339.0,33323.0,34084.0,34494.0,34535.0,34360.0,34165.0,34203.0,34603.0,36110.0,37914.0,39918.0,41996.0,44072.0,46073.0,48119.0,50248.0,
"Población de 65 años de edad y más, hombres (% del total)",Health,Guyana,GUY,SP.POP.65UP.MA.ZS,3.14191318405218,3.18036786524821,3.21283257244528,3.25716467155673,3.3141843531895,3.35774050212841,3.38883442438042,3.41422607227182,3.46171705706326,3.52941176470588,3.58965348652448,3.62873101141983,3.69395689197058,3.81902728568987,3.96990313179822,4.069774958692,3.92876275593535,3.76412107865454,3.6538239782031,3.63651146403599,3.68061690825998,3.72126523017826,3.7318946876595898,3.71709106603366,3.68348847553362,3.63757160810389,3.68536223269996,3.7210518870820097,3.746992369517681,3.76624282792935,3.78775255714954,3.88377429878164,3.9887179101834,4.08208095582523,4.141373876705839,4.1522232207814405,4.15828752138858,4.13171467366512,4.09763102764832,4.09601972506575,4.14649162663025,4.3462072143021695,4.5869311614082005,4.84586274286833,5.0906093822182985,5.3091210449367585,5.507660603424621,5.687741523832071,5.867022677807361,
"Población de 65 años de edad y más, hombres",Health,Guyana,GUY,SP.POP.65UP.MA.IN,11117.0,11393.0,11647.0,11945.0,12294.0,12597.0,12859.0,13101.0,13419.0,13791.0,14097.0,14280.0,14528.0,14972.0,15475.0,15739.0,15034.0,14221.0,13625.0,13418.0,13498.0,13640.0,13738.0,13780.0,13747.0,13633.0,13827.0,13942.0,14000.0,14034.0,14094.0,14453.0,14863.0,15238.0,15480.0,15524.0,15529.0,15397.0,15237.0,15217.0,15423.0,16225.0,17222.0,18324.0,19394.0,20372.0,21274.0,22107.0,22940.0,
"Población de 65 años de edad y más, mujeres (% del total)",Health,Guyana,GUY,SP.POP.65UP.FE.ZS,3.8718203593837694,3.86378022534498,3.84882899224892,3.85264566508526,3.8774036168386097,3.8960408326229294,3.88710499694381,3.8713408290336,3.8767229298697,3.90286164892403,3.92550091497802,3.90692618390141,3.90454636842132,3.9597742145582,4.0528373753596805,4.1202991842798005,4.05859888627541,3.99529036183613,3.99529840315134,4.07035562837061,4.18350709289542,4.22162541177716,4.21476481843605,4.17869652418621,4.13751976976328,4.1028161908334715,4.16271193473266,4.22154157622308,4.27363242973076,4.318260177695271,4.36277440847356,4.52330406253016,4.694179700830009,4.86214945731097,5.0001613128716915,5.09503497329995,5.09590010941623,5.07298908841885,5.04765765429399,5.04769929640547,5.07898494477809,5.25223452992356,5.4478456557787,5.66714942383981,5.91038062736176,6.17696421311595,6.43779164426995,6.7278936203239,7.0374837632213785,
"Población de 65 años de edad y más, mujeres",Health,Guyana,GUY,SP.POP.65UP.FE.IN,13594.0,13734.0,13834.0,13992.0,14226.0,14442.0,14563.0,14661.0,14828.0,15046.0,15209.0,15167.0,15148.0,15321.0,15620.0,15810.0,15495.0,15168.0,15092.0,15329.0,15754.0,15955.0,16036.0,16022.0,15958.0,15858.0,16052.0,16181.0,16246.0,16282.0,16344.0,16875.0,17470.0,18080.0,18598.0,18968.0,19002.0,18964.0,18927.0,18990.0,19172.0,19891.0,20698.0,21600.0,22601.0,23702.0,24792.0,26006.0,27306.0,
"Población de 65 a 69 años, varones (% de la población masculina)",Health,Guyana,GUY,SP.POP.6569.MA.5Y,1.54735762190211,1.49792451197418,1.4625601699239998,1.47301829683964,1.52392094912805,1.57185010248878,1.5124442617248002,1.46878697376719,1.48023939737901,1.5429500057582302,1.6095764835299098,1.5251851211863998,1.5179599838287698,1.64219193596523,1.8360320978533,1.9646832795058,1.73258594331857,1.4727213052270502,1.33119869561836,1.38300178871484,1.56599369566877,1.55834802014503,1.53508057067727,1.50410012947777,1.47478872258217,1.45177342622264,1.43741654161791,1.41507797341191,1.38986652677895,1.37564206469758,1.38459636543454,1.4317269400061297,1.51411871420674,1.60170376918749,1.65226906088729,1.64494800359481,1.63182459626132,1.56123374497523,1.46672439619308,1.41720075261031,1.45690450137517,1.5595450478685502,1.7485311273164998,1.97150768107855,2.15709126034186,2.27198690701741,2.32148127436817,2.3163132464405,2.29514653490162,
"Población de 65 a 69 años, mujeres (% de la población femenina)",Health,Guyana,GUY,SP.POP.6569.FE.5Y,1.7137518833612,1.62974216145504,1.56273474406984,1.55763411430727,1.6116327559656,1.67420228550463,1.59402534105256,1.52836237081007,1.52423082554224,1.5789391769906005,1.64437940228319,1.52547088158925,1.48366575763356,1.583289396148,1.7786299749097698,1.94157045685544,1.7659292475810802,1.58568354287009,1.52775424626202,1.6306382617146498,1.813454991582,1.7807294905208602,1.69026892911962,1.5768567710167198,1.4872047499287,1.44366971527625,1.44963616466207,1.47275212890299,1.49653421720659,1.5162445299032,1.54528273682412,1.61096636538111,1.70892861461241,1.81174230607876,1.87687526213342,1.88297106510084,1.8466670957499296,1.76447142096661,1.67055146333268,1.6198356773193798,1.63400684015185,1.6949421068613602,1.81349195904509,1.96854732069769,2.13182703748741,2.2871081737535097,2.42637645708528,2.56739276659595,2.70767613038906,
"Población de 50 a 64 años, varones (% de la población masculina)",Health,Guyana,GUY,SP.POP.6064.MA.5Y,1.83704557851392,1.90576418994554,1.9549535881273896,1.93657459166144,1.8565794404112697,1.76829804644914,1.84107607813373,1.90400241844271,1.90615003611598,1.83597998694801,1.73231273808796,1.80191397772955,1.7597656696949595,1.55189433650395,1.25241144358248,0.9988906960688232,1.20679968118328,1.5137478692655502,1.7747528137796795,1.89170144723291,1.86812168013699,1.83989829269224,1.80808640566766,1.7816681053085903,1.7783744098433605,1.80611180336355,1.8449466532689,1.92137803292952,2.01454368323997,2.07419772103933,2.05996334259623,1.9925404016789496,1.86138380037893,1.72064614642771,1.64772104048006,1.68052167586768,1.82060640465715,2.05123251058623,2.32675091233269,2.56926518208271,2.72507547996655,2.78666216643362,2.77927224882677,2.7487392135654503,2.76237873251858,2.8541868095497502,2.99459952053269,3.2005927785982204,3.43376837280914,
"Población de 50 a 64 años, mujeres (% de la población femenina)",Health,Guyana,GUY,SP.POP.6064.FE.5Y,1.80147592857896,1.86240171048375,1.9141205339506,1.90512116614672,1.83512994180896,1.7516267224913895,1.8056901259579,1.85420880577546,1.85339147894836,1.7999439706157,1.72723072674291,1.82273420434406,1.84659164136324,1.73267582627754,1.51968428344953,1.30515232858148,1.45030410024569,1.6441589160457,1.78057096869838,1.81173177978816,1.7656556214714798,1.74421527511344,1.75807943817153,1.79619791299903,1.8437086779538,1.8938462931580904,1.93924494442629,2.01123935548506,2.10472319772718,2.18034743402732,2.19179764243615,2.13392732692163,2.00825982163729,1.8698299323386696,1.79621882628755,1.82924863813648,1.94669713157838,2.12373235461703,2.30874265933445,2.4523472200440697,2.5548576469559703,2.71576251270744,2.87026557523754,3.02038074848351,3.1676669412518503,3.31234558892514,3.43546238519246,3.55642365602525,3.6767283148801,
"Población de 55 a 59 años, varones (% de la población masculina)",Health,Guyana,GUY,SP.POP.5559.MA.5Y,2.68576063578734,2.58800934597702,2.50141373460409,2.46939165053309,2.4898167143369303,2.52050442074512,2.41743356208427,2.28735686102815,2.18811268186978,2.15639355589963,2.19066389618856,2.10837403373602,2.0925981016600903,2.1824470649454,2.33166071501868,2.46891233913154,2.50950570342205,2.4478300917936298,2.34515161023017,2.25676188411296,2.20597057251617,2.26849856223843,2.35844443720051,2.45387354337505,2.52568286683494,2.55988131798934,2.52274199265966,2.4140664408733903,2.25328062564067,2.10452303381943,2.03523840749918,2.16640063632308,2.39918846242613,2.67888237027512,2.92865761164721,3.10694569264347,3.22749948453194,3.261470425649529,3.24405874427523,3.2403157948571604,3.3017612440281403,3.4603577685273,3.69175779980717,3.9504200858419,4.17585359707698,4.33470500394822,4.4210924191352,4.45638806415593,4.46446154593746,
"Población de 55 a 59 años, mujeres (% de la población femenina)",Health,Guyana,GUY,SP.POP.5559.FE.5Y,2.49785674207707,2.43462604267769,2.37011523673331,2.3429218099064104,2.35925809836602,2.39557143011298,2.36034261402006,2.31155566587273,2.28085586998808,2.28112224781589,2.307706205590009,2.24029386308371,2.18193722000835,2.17075540944288,2.19766533734293,2.2331969456099703,2.28507368079166,2.2852808003224103,2.26740861535855,2.24747146183892,2.22346736630782,2.28346144178232,2.34708467377363,2.40857960309946,2.4615623946692904,2.50365445066815,2.51702479681754,2.4612831858407103,2.3330571229399304,2.18299960217478,2.0831553771248,2.2108570019406604,2.44113466411223,2.72366425352022,2.98294385236646,3.1741895971892404,3.2419922335929305,3.28551212739719,3.35390408730392,3.47384845206546,3.6283005322178594,3.77619053905971,3.91045718948227,4.03338370799488,4.15094339622642,4.26800029188254,4.37651421315447,4.48724582190717,4.5932042638296116,
"Población de 50 a 54 años, varones (% de la población masculina)",Health,Guyana,GUY,SP.POP.5054.MA.5Y,2.87342190719246,2.85348199057028,2.82802090947961,2.77506612494206,2.71383552005521,2.67963525187718,2.7075888386409903,2.80023350481343,2.9199772985244,3.0183367669452,3.07171667787081,3.06104298064169,3.02752923407858,2.9759946127533903,2.9393958051143096,2.94211191816492,2.8740543295049195,2.8623307323374,2.90321456058912,2.96384627893111,3.0147355562099905,3.02284594944099,2.9805174343427794,2.91891454466983,2.88875312829912,2.91795519006999,2.90974900516276,3.00176951470459,3.18788757952322,3.40663292416525,3.59156557214037,3.7174381546630495,3.76785302152829,3.783653459776581,3.829700713504141,3.93851371592417,4.0608171976210805,4.2473715564572,4.48165787725663,4.70946711636658,4.88126187986116,4.98052577722775,5.0149417511412695,5.01352684344563,5.02341354836,5.070403448374711,5.12786657760794,5.22103129068278,5.32533331287292,
